condition,problem_id,mean_norm_seq_lp,std_norm_seq_lp,iqr_norm_seq_lp,naive_entropy,n_completions
fuzz0,HumanEval/0,-0.12255212075332741,0.06559681756903407,0.04120186924936092,1.607327858263464,5
fuzz0,HumanEval/1,-0.1944169511688198,0.09146041616907555,0.1872475870002478,1.6053191430986349,5
fuzz0,HumanEval/2,-0.006979316895740585,0.0008319764215808845,0.0013345785971511162,1.6094375663055915,5
fuzz0,HumanEval/3,-0.01110890691618314,0.012040610466320857,0.0002459748862597066,1.6093662962275705,5
fuzz0,HumanEval/4,-0.07381451148702578,0.015465502413886655,0.019164962788953938,1.6093189293487467,5
fuzz0,HumanEval/5,-0.08067532995672233,0.054686141396535465,0.027719951786073165,1.6080117192841263,5
fuzz0,HumanEval/6,-0.060953975248739044,0.024461615626542244,0.03763183035201051,1.6091418943871485,5
fuzz0,HumanEval/7,-0.011406316510608413,0.010859939540242811,0.000935645418282228,1.6093795811934983,5
fuzz0,HumanEval/8,-0.032365705277989994,0.00929403727266224,0.0010612062172799183,1.6093951077519157,5
fuzz0,HumanEval/9,-0.04563558034169821,0.014256036932811661,0.01999290912715529,1.6093368776730812,5
fuzz0,HumanEval/10,-0.2606890895287854,0.1136969613397245,0.175826545257647,1.6028226579753388,5
fuzz0,HumanEval/11,-0.203281908751759,0.12970139482126625,0.045194053989977834,1.6020562958820235,5
fuzz0,HumanEval/12,-0.0916632079218255,0.04133056295659869,0.03326477613363096,1.6086082435680893,5
fuzz0,HumanEval/13,-0.038064021847475184,0.0573627930054934,0.00302474186453649,1.607886387073463,5
fuzz0,HumanEval/14,-0.009302145910233275,0.004847238272016758,0.0021972386807224487,1.6094262176880285,5
fuzz0,HumanEval/15,-0.008054245634026413,0.0036757402837869803,0.0016309279964310747,1.609431179322009,5
fuzz0,HumanEval/16,-0.06204455709277028,0.029413382199380788,0.015315889666517687,1.6090075432197983,5
fuzz0,HumanEval/17,-0.13540453189418755,0.04684644721358989,0.050170175464870195,1.6083090329455159,5
fuzz0,HumanEval/18,-0.08945312147782376,0.027085095373537687,0.014415646684083988,1.6090746985790632,5
fuzz0,HumanEval/19,-0.11809749128733467,0.018179378544884606,0.034051540849707324,1.6092728812033215,5
fuzz0,HumanEval/20,-0.10868749035916472,0.030479322199739912,0.007791702597800321,1.6089644600734145,5
fuzz0,HumanEval/21,-0.11757675683048692,0.05791652126768816,0.07356887277830632,1.6077665666640797,5
fuzz0,HumanEval/22,-0.014075497495005685,0.011945976634554146,0.004534665175304018,1.6093673694250308,5
fuzz0,HumanEval/23,-0.000312750352307177,5.626646000287629e-05,7.465367536827909e-05,1.609437910846181,5
fuzz0,HumanEval/24,-0.013755539042519856,0.0016977488060675892,0.001106556905312488,1.609436469818717,5
fuzz0,HumanEval/25,-0.08560922389924555,0.021522424039408784,0.02700436803691811,1.609208129904757,5
fuzz0,HumanEval/26,-0.10370432788418152,0.035542232782053575,0.06656994997265438,1.6088114374504274,5
fuzz0,HumanEval/27,-0.02065804696647009,0.017484176370977187,0.03049831183560956,1.6092859109445974,5
fuzz0,HumanEval/28,-0.005931564503792701,0.0035624556488635254,0.002080464023107965,1.609431585429995,5
fuzz0,HumanEval/29,-0.003865581326547781,0.0007083938783738523,0.0007036313581109681,1.609437661548592,5
fuzz0,HumanEval/30,-0.0178027519146672,0.002553065278192229,0.002554580532458727,1.6094346525024767,5
fuzz0,HumanEval/31,-0.0065447772988966105,0.0015432812096731828,0.002902836684525399,1.6094367216309662,5
fuzz0,HumanEval/32,-0.28749283461334363,0.037332933574077465,0.04326077767134162,1.6087296393996928,5
fuzz0,HumanEval/33,-0.08617855520294766,0.015651295031486854,0.018569004242126264,1.609315930454472,5
fuzz0,HumanEval/34,-0.0028595479895482277,0.00032560623109015747,0.00024483182129150056,1.6094378594121148,5
fuzz0,HumanEval/35,-0.08325513297529412,0.044458610144962,0.05687827204201678,1.6084528689497484,5
fuzz0,HumanEval/36,-0.015534818649715943,0.0034406925494580086,0.0025040006567621197,1.6094319873318124,5
fuzz0,HumanEval/37,-0.11470476093146224,0.023815285340502056,0.04987528745909929,1.6091557622066155,5
fuzz0,HumanEval/38,-0.08791769136899982,0.0790273484680691,0.09084165829766969,1.6064654941811813,5
fuzz0,HumanEval/39,-0.1469636867410627,0.09249228712528655,0.15208236785152984,1.6053000299936429,5
fuzz0,HumanEval/40,-0.11610569550121316,0.09102035527372333,0.05296661234517552,1.6055793511061864,5
fuzz0,HumanEval/41,-0.0878330025972475,0.05767805846731153,0.00804280455185595,1.6078689540233642,5
fuzz0,HumanEval/42,-0.0005634665226165781,9.536517944020891e-05,4.267226474376229e-05,1.6094379078822427,5
fuzz0,HumanEval/43,-0.03270495354739882,0.03768843654642983,0.0005239143641905201,1.6087543778466604,5
fuzz0,HumanEval/44,-0.05765378399596218,0.024602573817782726,0.04432859607651068,1.6091370622865842,5
fuzz0,HumanEval/45,-0.0401612182348109,0.033443860926060436,0.0005149294190414551,1.6088973174711865,5
fuzz0,HumanEval/46,-0.06651517376611123,0.020253467257893742,0.03126517326408516,1.6092325745726148,5
fuzz0,HumanEval/47,-0.06670200084069489,0.013348955764473305,0.01781143536443492,1.6093491030291152,5
fuzz0,HumanEval/48,-0.022577870668008378,0.027033357807610313,0.002274735089565969,1.6090823314775324,5
fuzz0,HumanEval/49,-0.08869341791081457,0.06124897057779637,0.10665627735664829,1.6075995182836809,5
fuzz0.5,HumanEval/0,-0.14153527167659044,0.034445622025219336,0.020730424411468024,1.6088601145799566,5
fuzz0.5,HumanEval/1,-0.1758391571764468,0.02042329208366229,0.026164503900198394,1.6092298172314614,5
fuzz0.5,HumanEval/2,-0.20372619680202705,0.03893873777319692,0.004069365766119437,1.6087085332327205,5
fuzz0.5,HumanEval/3,-0.1279426968616307,0.05356174753712858,0.05480136945669649,1.6080315358622412,5
fuzz0.5,HumanEval/4,-0.13591834684763532,0.019197853800385425,0.021367654554815096,1.609255659195295,5
fuzz0.5,HumanEval/5,-0.19701021827616352,0.07112474201210543,0.13758915707717448,1.6069599172073954,5
fuzz0.5,HumanEval/6,-0.16308577003027677,0.037791857160628085,0.07019207283878232,1.6087237625075832,5
fuzz0.5,HumanEval/7,-0.2389175173228561,0.07856549745051189,0.06204963809130204,1.6064948318778347,5
fuzz0.5,HumanEval/8,-0.2124811591205728,0.08204017903478286,0.008529874374466562,1.6061636464177076,5
fuzz0.5,HumanEval/9,-0.20645800059136582,0.07358945780380335,0.13170303396563102,1.6067738628776327,5
fuzz0.5,HumanEval/10,-0.19899264395090988,0.08190630567975778,0.031696122934426474,1.606257466161739,5
fuzz0.5,HumanEval/11,-0.12210150653163039,0.05745499513461316,0.06467756010512607,1.607802154326249,5
fuzz0.5,HumanEval/12,-0.2530867181516963,0.04915608196470942,0.04126633169967775,1.6082502852267275,5
fuzz0.5,HumanEval/13,-0.12053617606581228,0.03820087442296685,0.038482365490272105,1.6086979035030269,5
fuzz0.5,HumanEval/14,-0.13604830892651806,0.07793656680087796,0.13740819459873144,1.6064675757574316,5
fuzz0.5,HumanEval/15,-0.09433710803681206,0.09090382545448271,0.0013376053169973298,1.6056776655786353,5
fuzz0.5,HumanEval/16,-0.19474317754456133,0.08919615361145426,0.18741472607293658,1.6054217683082412,5
fuzz0.5,HumanEval/17,-0.1315822624089272,0.06363500723423966,0.05192806318146029,1.6075047311743464,5
fuzz0.5,HumanEval/18,-0.10564351801094976,0.029804076277602683,0.04845385191115463,1.6089929005276329,5
fuzz0.5,HumanEval/19,-0.1881658762924295,0.03813037843134866,0.055094560410681004,1.6087207805202308,5
fuzz0.5,HumanEval/20,-0.13867629333236198,0.06916004067096249,0.06132488720414238,1.6071632185084843,5
fuzz0.5,HumanEval/21,-0.18981818466301736,0.07808182676716625,0.03810921520114657,1.6065996946638221,5
fuzz0.5,HumanEval/22,-0.3110046967731851,0.15013859713511138,0.24994947914898943,1.5987370797646996,5
fuzz0.5,HumanEval/23,-0.2676417564504638,0.10910324793546959,0.13359498750995513,1.6034603593974903,5
fuzz0.5,HumanEval/24,-0.12207555610462024,0.07172628579297094,0.044215284108398256,1.6069841973130827,5
fuzz0.5,HumanEval/25,-0.16711482289091212,0.07855140849696872,0.07677538431556928,1.606502680155263,5
fuzz0.5,HumanEval/26,-0.2775850565952376,0.10299921921536141,0.16855192659904142,1.6043082313271955,5
fuzz0.5,HumanEval/27,-0.24164910925973881,0.09826841479392322,0.08019735774218781,1.6048641042205662,5
fuzz0.5,HumanEval/28,-0.30761468608172915,0.10282603572201508,0.13259574965736703,1.6041112203273769,5
fuzz0.5,HumanEval/29,-0.20777499128793808,0.07363206722754181,0.13988376552877585,1.6067060722783815,5
fuzz0.5,HumanEval/30,-0.28237031290254017,0.0754859522223782,0.039584914030295903,1.6067118281620165,5
fuzz0.5,HumanEval/31,-0.21898210036084756,0.13027536987339433,0.23235516898125594,1.6006934503956467,5
fuzz0.5,HumanEval/32,-0.3337667406257439,0.07971059011881369,0.10604833003392006,1.6061824366151325,5
fuzz0.5,HumanEval/33,-0.25334088424809365,0.061175406386162375,0.10456556333666386,1.6075576959729747,5
fuzz0.5,HumanEval/34,-0.25295850723439267,0.04126511868737804,0.07787905956610636,1.608595219444288,5
fuzz0.5,HumanEval/35,-0.2616638513994728,0.058519678597698264,0.033598014735561815,1.6077346856095371,5
fuzz0.5,HumanEval/36,-0.050743185696082015,0.015165557536320921,0.012987511185652903,1.6093233257986097,5
fuzz0.5,HumanEval/37,-0.2598916238758048,0.09792593178751083,0.18948685762926035,1.6046220827354394,5
fuzz0.5,HumanEval/38,-0.11498299761895339,0.01589533296948037,0.01913882822306763,1.6093122541577383,5
fuzz0.5,HumanEval/39,-0.16606333604699883,0.0957822530986211,0.1997772086449614,1.6048130054620293,5
fuzz0.5,HumanEval/40,-0.09542553054989227,0.052231061769271565,0.06064589167828305,1.6081172027362904,5
fuzz0.5,HumanEval/41,-0.3432141764157751,0.04205503779975502,0.06106203363934598,1.6085369889854404,5
fuzz0.5,HumanEval/42,-0.24970949310369112,0.06633786239905871,0.11660985033084181,1.607205467935564,5
fuzz0.5,HumanEval/43,-0.10794576007109316,0.042421876742272324,0.051340695448066964,1.6085533548329143,5
fuzz0.5,HumanEval/44,-0.2687640572257536,0.11788083940418745,0.20842092948636032,1.6022632941159387,5
fuzz0.5,HumanEval/45,-0.18615230742450478,0.029951299031747293,0.04388799828617165,1.6089908356254092,5
fuzz0.5,HumanEval/46,-0.11658076665504222,0.030605432054343004,0.031081579661820777,1.6089669388142362,5
fuzz0.5,HumanEval/47,-0.1376689571534151,0.03863066283202654,0.060806424491062036,1.608690689460289,5
fuzz0.5,HumanEval/48,-0.09843456822498874,0.02968569389032859,0.03335585428922874,1.609004667007038,5
fuzz0.5,HumanEval/49,-0.15399106447103666,0.09703798023654316,0.17353256500845804,1.604837457797395,5
fuzz0.9,HumanEval/0,-0.2583310468914603,0.06856865622044782,0.03649196752985878,1.6069418852545612,5
